sample_id	computed_gender	call_rate	lrr_median	lrr_sd	lrr_auto	baf_sd	baf_conc	baf_auto	n_sites	n_hets	x_nonpar_n_hets	par1_n_hets	xtr_n_hets	par2_n_hets	x_nonpar_baf_corr	x_nonpar_lrr_median	y_nonpar_lrr_median	mt_lrr_median	lrr_gc_rel_ess	lrr_gc_0	lrr_gc_1	lrr_gc_2
BI_34727_V-BI_34727-P3-F12	M	0.9948	0.0015	0.2193	0.0255	0.0499	0.5048	0.0082	164515	35795	0	144	0	0	-0.0000	0.0190	nan	nan	0.1664	-1.7153	7.1654	-7.1392
BI_34730_V-BI_34730-P3-F11	F	0.9951	-0.0015	0.1741	0.0389	0.0455	0.5077	0.0170	164517	35059	594	147	0	0	0.0432	0.0175	nan	nan	0.1149	-1.2394	5.2550	-5.4523
BI_3477_V-BI_3477-P3-E04	F	0.9963	0.0005	0.1545	0.0368	0.0438	0.5055	-0.0057	164514	34592	554	136	0	0	0.0476	0.0000	nan	nan	0.0253	-0.5755	2.4795	-2.6591
BI_3478_V-BI_3478-P3-D12	F	0.9948	0.0000	0.1778	0.0503	0.0464	0.4905	0.0076	164517	33557	448	194	0	0	0.0469	0.0070	nan	nan	0.0970	-1.1847	5.0926	-5.2932
BI_3676_V-BI_3676-P2-D11	F	0.9944	-0.0018	0.1500	0.0219	0.0256	0.5069	0.0132	164517	32189	541	194	0	0	0.0266	0.0060	nan	nan	0.0228	0.1951	-1.2438	1.7287
BI_3826_V-BI_3826-P2-B05	F	0.9935	0.0010	0.1471	0.0263	0.0250	0.4945	-0.0027	164519	35440	566	127	0	0	0.0263	0.0060	nan	nan	0.1377	0.7205	-2.7148	2.3291
BI_388_V-BI_388-P2-F10	M	0.9958	0.0165	0.1519	0.0276	0.0257	0.4996	-0.0003	164512	37001	0	151	0	0	-0.0000	-0.3210	nan	nan	0.1249	1.0265	-4.2322	4.2412
BI_389_V-BI_389-P2-F11	M	0.9956	0.0068	0.1389	0.0280	0.0270	0.4999	0.0093	164518	37966	0	181	0	0	-0.0000	-0.3610	nan	nan	0.0261	0.5297	-2.3363	2.4807
BI_3921_V-BI_3921-P2-B06	M	0.9942	0.0095	0.1752	0.0172	0.0260	0.4941	0.0030	164518	34491	0	186	0	0	-0.0000	-0.3420	nan	nan	0.2047	1.0799	-4.1579	3.6781
BI_3923_V-BI_3923-P3-E05	M	0.9955	0.0005	0.2029	0.0326	0.0444	0.5049	0.0137	164514	31646	0	170	0	0	-0.0000	-0.0080	nan	nan	0.1985	-1.7436	7.2242	-7.1546
BI_394_V-BI_394-P2-C01	M	0.9955	0.0025	0.1631	0.0359	0.0281	0.4965	0.0028	164520	33693	0	158	0	0	-0.0000	-0.3770	nan	nan	0.0052	-0.2217	1.0386	-1.1939
BI_41922_V-BI_41922-P1-E02	F	0.9935	0.0005	0.1380	0.0197	0.0251	0.5040	0.0302	164515	34792	864	55	0	0	0.0237	0.0030	nan	nan	0.0260	0.4752	-2.1902	2.4460
BI_41923_V-BI_41923-P1-E03	M	0.9814	0.0023	0.2381	0.0374	0.0339	0.4985	0.0061	164519	39213	0	120	0	0	-0.0000	-0.4110	nan	nan	0.4166	-2.1693	8.3466	-7.2985
BI_41924_V-BI_41924-P1-E04	F	0.9927	-0.0030	0.1456	0.0239	0.0252	0.4970	-0.0005	164518	38072	944	196	0	0	0.0252	0.0020	nan	nan	0.0505	0.6595	-2.9780	3.2118
BI_41925_V-BI_41925-P1-E05	M	0.9937	0.0120	0.1497	0.0296	0.0249	0.5037	0.0069	164514	31712	0	136	0	0	-0.0000	-0.3560	nan	nan	0.0668	0.8230	-3.4287	3.5251
BI_41926_V-BI_41926-P1-E06	F	0.9943	-0.0078	0.1383	0.0184	0.0256	0.5028	0.0113	164517	35665	623	88	0	0	0.0231	-0.0050	nan	nan	0.0321	0.0375	-0.5151	0.9545
BI_41927_V-BI_41927-P1-E07	F	0.9949	0.0035	0.1433	0.0239	0.0253	0.5007	0.0066	164516	39719	1076	150	0	0	0.0247	0.0030	nan	nan	0.1046	0.9771	-4.1468	4.2357
BI_424_V-BI_424-P2-F12	F	0.9950	-0.0025	0.1568	0.0355	0.0323	0.5047	0.0093	164518	35089	789	66	0	0	0.0311	0.0020	nan	nan	0.0108	0.3036	-1.4308	1.7184
BI_43278_V-BI_43278-P2-A02	M	0.9947	0.0137	0.1233	0.0278	0.0242	0.5023	-0.0084	164519	35647	0	136	0	0	-0.0000	-0.3740	nan	nan	0.0123	0.3049	-1.3567	1.5071
BI_433_V-BI_433-P2-G01	F	0.9934	0.0065	0.1483	0.0209	0.0268	0.5014	0.0020	164515	32834	543	169	0	0	0.0266	0.0340	nan	nan	0.0922	0.4952	-1.7782	1.3871
BI_440_V-BI_440-P2-G02	M	0.9933	0.0085	0.1471	0.0585	0.0261	0.5143	0.0240	164519	34233	0	179	0	0	-0.0000	-0.3020	nan	nan	0.0926	0.6226	-2.3619	2.0770
BI_453_V-BI_453-P2-G03	M	0.9937	0.0125	0.1563	0.0194	0.0244	0.4941	0.0018	164515	32761	0	212	0	0	-0.0000	-0.3080	nan	nan	0.2067	1.0357	-4.0428	3.6717
BI_467_V-BI_467-P2-G04	F	0.9932	-0.0045	0.1822	0.0195	0.0258	0.5025	-0.0095	164515	36324	527	172	0	0	0.0268	0.0130	nan	nan	0.3295	1.5875	-6.2094	5.6407
BI_469_V-BI_469-P2-G05	M	0.9927	0.0035	0.1414	0.0453	0.0265	0.4970	0.0022	164517	35853	0	175	0	0	-0.0000	-0.3680	nan	nan	0.0052	0.0700	-0.1485	0.0110
BI_46988_V-BI_46988-P3-F07	M	0.9958	0.0150	0.1734	0.0743	0.0456	0.5067	0.0039	164517	31813	0	140	0	0	-0.0000	-0.3340	nan	nan	0.0748	-1.0194	4.3947	-4.4819
BI_46993_V-BI_46993-P3-F10	F	0.9939	0.0085	0.1610	0.0772	0.0414	0.5031	0.0071	164515	30215	546	134	0	0	0.0423	0.0060	nan	nan	0.0677	-0.9652	4.3034	-4.5813
BI_478_V-BI_478-P2-G06	F	0.9937	-0.0285	0.2265	0.0236	0.0280	0.4988	0.0048	164517	35151	397	170	0	0	0.0281	0.0050	nan	nan	0.4182	2.0775	-8.1414	7.3405
BI_489_V-BI_489-P2-G07	F	0.9961	0.0005	0.1543	0.0282	0.0251	0.5013	0.0143	164516	34110	440	139	0	0	0.0225	0.0280	nan	nan	0.1337	0.6562	-2.3985	1.9276
BI_4923_V-BI_4923-P3-E08	F	0.9955	0.0075	0.1945	0.0545	0.0464	0.5062	0.0064	164516	34017	536	191	0	0	0.0416	0.0030	nan	nan	0.1278	-1.3800	5.8383	-5.8687
BI_4924_V-BI_4924-P3-E06	F	0.9962	-0.0012	0.1826	0.0461	0.0454	0.5031	0.0154	164517	31807	578	180	0	0	0.0450	-0.0140	nan	nan	0.1028	-1.1891	4.9270	-4.9236
BI_514_V-BI_514-P2-G08	F	0.9965	-0.0020	0.1819	0.0114	0.0251	0.4986	0.0093	164517	33479	594	178	0	0	0.0237	0.0170	nan	nan	0.2215	1.3315	-5.2166	4.7152
BI_530_V-BI_530-P2-E06	F	0.9941	-0.0020	0.1505	0.0082	0.0249	0.4932	-0.0006	164518	33164	436	190	0	0	0.0229	0.0050	nan	nan	0.0493	0.6455	-2.7889	2.8491
BI_538_V-BI_538-P2-G09	M	0.9952	0.0060	0.1456	0.0130	0.0238	0.5061	0.0173	164519	35518	0	184	0	0	-0.0000	-0.3510	nan	nan	0.0566	0.6445	-2.6983	2.6709
BI_541_V-BI_541-P2-F09	F	0.9956	0.0055	0.1525	0.0271	0.0260	0.4998	0.0036	164517	34645	713	112	0	0	0.0239	0.0110	nan	nan	0.0863	0.9111	-3.8942	3.9815
BI_541_V-BI_541-P3-A09	F	0.9964	0.0155	0.1647	0.0572	0.0414	0.5071	0.0098	164506	34644	713	111	0	0	0.0463	0.0530	nan	nan	0.1079	0.8389	-3.1604	2.7732
BI_542_V-BI_542-P2-E04	F	0.9950	-0.0025	0.1570	0.0254	0.0255	0.4944	0.0068	164517	33354	407	134	0	0	0.0246	-0.0070	nan	nan	0.1944	1.1925	-4.8972	4.7291
BI_543_V-BI_543-P2-G10	M	0.9940	0.0060	0.1419	0.0575	0.0255	0.5010	0.0103	164518	36238	0	77	0	0	-0.0000	-0.3670	nan	nan	0.0099	0.2355	-0.9208	0.8559
BI_557_V-BI_557-P2-G11	M	0.9934	0.0012	0.1527	0.0429	0.0276	0.5045	0.0173	164516	35250	0	143	0	0	-0.0000	-0.4010	nan	nan	0.0570	-0.5697	2.3447	-2.2100
BI_59353_V-BI_59353-P3-F09	M	0.9940	0.0110	0.1554	0.0639	0.0408	0.5009	0.0060	164516	32145	0	5	0	0	-0.0000	0.0140	nan	nan	0.0205	-0.5190	2.3639	-2.4640
BI_596_V-BI_596-P2-G12	M	0.9875	-0.0225	0.2945	0.0252	0.0444	0.5000	0.0100	164514	32208	0	173	0	0	-0.0000	0.0120	nan	nan	0.2162	-2.2005	8.5629	-7.9011
BI_597_V-BI_597-P2-H01	F	0.9895	0.0025	0.1559	0.0497	0.0287	0.4985	-0.0032	164519	36457	425	198	0	0	0.0275	0.0300	nan	nan	0.0665	-0.3764	1.2994	-0.8859
BI_599_V-BI_599-P2-B12	M	0.9943	-0.0030	0.1494	0.0111	0.0272	0.4984	-0.0124	164516	36591	0	147	0	0	-0.0000	0.0050	nan	nan	0.0471	0.2725	-0.9420	0.6358
BI_599_V-BI_599-P2-H11	M	0.9961	-0.0045	0.1424	0.0217	0.0247	0.5019	0.0078	164518	36600	0	147	0	0	-0.0000	-0.0030	nan	nan	0.0376	0.3960	-1.5221	1.4281
BI_603_V-BI_603-P2-B11	F	0.9929	-0.0030	0.1201	0.0288	0.0286	0.5027	0.0060	164518	32771	520	174	0	0	0.0273	0.0110	nan	nan	0.0164	0.0615	-0.1141	-0.1113
BI_603_V-BI_603-P3-A01	F	0.9965	0.0145	0.1484	0.0663	0.0416	0.5034	0.0117	164517	32771	519	173	0	0	0.0433	0.0010	nan	nan	0.0149	0.4516	-2.0831	2.3047
BI_604_V-BI_604-P2-B10	F	0.9934	0.0060	0.1668	0.0338	0.0283	0.5035	0.0115	164519	35719	667	97	0	0	0.0247	0.0240	nan	nan	0.2508	1.1621	-4.4300	3.8677
BI_604_V-BI_604-P2-E03	F	0.9953	0.0080	0.1692	0.0202	0.0264	0.4998	0.0123	164518	35727	667	97	0	0	0.0256	0.0160	nan	nan	0.2317	1.2883	-5.1536	4.8197
BI_605_V-BI_605-P2-H02	M	0.9940	0.0040	0.1496	0.0273	0.0258	0.4986	0.0023	164515	33508	0	170	0	0	-0.0000	0.0220	nan	nan	0.1653	0.9875	-3.9750	3.7543
BI_611_V-BI_611-P2-B07	F	0.9942	0.0010	0.2221	0.0210	0.0286	0.4973	0.0030	164514	34480	470	140	0	0	0.0285	0.0130	nan	nan	0.4238	2.0127	-7.8281	6.9763
BI_611_V-BI_611-P2-D12	F	0.9952	-0.0020	0.1563	0.0365	0.0273	0.4978	-0.0136	164517	34484	470	140	0	0	0.0263	-0.0040	nan	nan	0.0994	1.0618	-4.5913	4.9203
BI_612_V-BI_612-P2-B08	F	0.9934	0.0030	0.1790	0.0258	0.0262	0.5037	-0.0004	164516	33870	760	10	0	0	0.0238	0.0140	nan	nan	0.3140	1.4760	-5.7385	5.1806
BI_612_V-BI_612-P2-E02	F	0.9945	0.0085	0.1741	0.0218	0.0282	0.5049	0.0088	164516	33876	759	10	0	0	0.0265	0.0020	nan	nan	0.2010	1.3650	-5.5345	5.2914
BI_613_V-BI_613-P2-B09	F	0.9933	0.0055	0.1633	0.0390	0.0274	0.4993	0.0019	164518	35963	571	185	0	0	0.0278	0.0160	nan	nan	0.1527	0.9502	-3.7690	3.4980
BI_613_V-BI_613-P2-H12	F	0.9896	-0.0130	0.2358	0.0219	0.0401	0.5028	0.0096	164518	35482	559	184	0	0	0.0386	-0.0190	nan	nan	0.0096	-0.4085	1.6132	-1.5135
BI_614_V-BI_614-P2-H03	M	0.9931	0.0117	0.1782	0.0207	0.0261	0.4995	0.0091	164517	34119	0	178	0	0	-0.0000	-0.3190	nan	nan	0.2807	1.4715	-5.7445	5.2933
BI_615_V-BI_615-P2-H04	F	0.9929	-0.0085	0.2154	0.0311	0.0279	0.4924	0.0092	164518	33564	487	208	0	0	0.0264	0.0080	nan	nan	0.4092	1.9815	-7.7497	7.0223
BI_616_V-BI_616-P2-H05	M	0.9929	0.0027	0.1375	0.0154	0.0260	0.4989	-0.0055	164517	32748	0	119	0	0	-0.0000	-0.3710	nan	nan	0.0232	0.3331	-1.3022	1.2047
BI_632_V-BI_632-P2-H06	F	0.9928	0.0060	0.1552	0.0240	0.0276	0.5043	0.0045	164518	31203	384	157	0	0	0.0267	0.0170	nan	nan	0.0376	0.5610	-2.3060	2.2910
BI_633_V-BI_633-P2-H07	M	0.9960	0.0105	0.1486	0.0370	0.0272	0.5030	0.0094	164519	34994	0	162	0	0	-0.0000	-0.3370	nan	nan	0.0690	0.6329	-2.5028	2.3294
BI_6634_V-BI_6634-P2-B03	F	0.9911	0.0015	0.1631	0.0348	0.0303	0.4988	0.0163	164518	34747	519	102	0	0	0.0303	0.0330	nan	nan	0.0387	-0.5386	2.7174	-3.2992
BI_6654_V-BI_6654-P2-A06	F	0.9623	-0.1040	0.5691	0.0101	0.0623	0.5028	0.0096	164518	33163	643	154	0	0	0.0609	-0.1420	nan	nan	0.2757	-3.8214	13.8706	-11.4939
BI_69121_V-BI_69121-P1-G06	M	0.9937	0.0200	0.1387	0.0159	0.0264	0.5013	0.0037	164517	40312	0	199	0	0	-0.0000	-0.3520	nan	nan	0.0054	0.1655	-0.6011	0.5441
BI_69122_V-BI_69122-P1-H10	M	0.9938	0.0010	0.1390	0.0329	0.0257	0.5017	0.0043	164519	36907	0	121	0	0	-0.0000	-0.3820	nan	nan	0.0061	0.2275	-1.0582	1.1301
BI_69123_V-BI_69123-P1-G11	M	0.9926	0.0010	0.1318	0.0320	0.0254	0.5035	0.0148	164519	35421	0	93	0	0	-0.0000	-0.3910	nan	nan	0.0088	0.0715	-0.5075	0.6911
BI_69124_V-BI_69124-P1-F05	M	0.9909	0.0100	0.1419	0.0116	0.0268	0.4965	0.0063	164517	41699	0	149	0	0	-0.0000	-0.3860	nan	nan	0.1307	-0.2779	0.7374	-0.0818
BI_69125_V-BI_69125-P1-G07	M	0.9955	0.0075	0.1428	0.0130	0.0258	0.5018	0.0132	164516	37136	0	158	0	0	-0.0000	-0.3550	nan	nan	0.0241	0.2974	-1.1367	1.0268
BI_69126_V-BI_69126-P1-G12	M	0.9938	-0.0115	0.1344	0.0242	0.0264	0.4959	0.0039	164519	39266	0	140	0	0	-0.0000	-0.4050	nan	nan	0.0079	0.0346	-0.3773	0.5832
BI_69127_V-BI_69127-P1-F06	M	0.9884	0.0080	0.2268	0.0149	0.0314	0.5046	0.0149	164517	39931	0	165	0	0	-0.0000	-0.4780	nan	nan	0.2955	-1.1804	4.0255	-2.7351
BI_69129_V-BI_69129-P1-H06	M	0.9925	0.0065	0.1378	0.0281	0.0255	0.4952	-0.0026	164517	35508	0	126	0	0	-0.0000	-0.4080	nan	nan	0.0140	0.0090	-0.2505	0.4838
BI_69132_V-BI_69132-P3-H03	F	0.9957	-0.0015	0.1793	0.0260	0.0452	0.4966	-0.0029	164514	39741	887	164	0	0	0.0494	0.0140	nan	nan	0.1755	-1.2147	4.8395	-4.5647
BI_69133_V-BI_69133-P3-G11	F	0.9952	-0.0015	0.1980	0.0482	0.0449	0.5022	0.0038	164516	40864	695	191	0	0	0.0458	0.0130	nan	nan	0.2323	-1.6414	6.5773	-6.2957
BI_69134_V-BI_69134-P1-H09	F	0.9940	0.0070	0.1386	0.0234	0.0251	0.5042	0.0065	164520	39585	714	185	0	0	0.0236	0.0150	nan	nan	0.1079	0.7925	-3.1764	3.0363
BI_69135_V-BI_69135-P1-G09	F	0.9919	-0.0015	0.1414	0.0506	0.0268	0.5001	-0.0253	164519	37535	859	3	0	0	0.0259	0.0070	nan	nan	0.0455	0.3679	-1.3651	1.0591
BI_69136_V-BI_69136-P3-G12	F	0.9953	0.0010	0.1949	0.0317	0.0494	0.5040	0.0147	164515	34933	606	3	0	0	0.0527	0.0170	nan	nan	0.1795	-1.3667	5.6110	-5.3640
BI_69138_V-BI_69138-P2-A01	F	0.9936	-0.0070	0.1466	0.0238	0.0264	0.4967	-0.0038	164518	32274	644	72	0	0	0.0263	0.0020	nan	nan	0.0922	0.0213	-0.6054	1.2969
BI_69139_V-BI_69139-P1-F07	F	0.9922	-0.0020	0.1473	0.0167	0.0282	0.4965	0.0110	164519	42083	977	145	0	0	0.0277	-0.0070	nan	nan	0.1197	-0.4850	1.5555	-0.8863
BI_69140_V-BI_69140-P3-H02	F	0.9954	0.0035	0.1900	0.0336	0.0415	0.5081	0.0150	164520	36099	754	212	0	0	0.0436	0.0100	nan	nan	0.2411	-1.4624	5.6200	-5.0645
BI_69141_V-BI_69141-P1-H11	F	0.9933	-0.0080	0.1413	0.0640	0.0275	0.4971	-0.0013	164519	41834	957	175	0	0	0.0267	-0.0060	nan	nan	0.0042	0.1321	-0.8015	0.8869
BI_715_V-BI_715-P3-A12	M	0.9961	0.0060	0.1919	0.0166	0.0481	0.5019	-0.0010	164517	31766	0	93	0	0	-0.0000	-0.4040	nan	nan	0.1948	-1.3373	5.2987	-4.8720
BI_722_V-BI_722-P2-D03	M	0.9935	0.0090	0.1695	0.0121	0.0293	0.5003	0.0185	164520	34460	0	144	0	0	-0.0000	-0.3660	nan	nan	0.1284	-0.2550	0.4879	0.3321
BI_722_V-BI_722-P3-A02	M	0.9967	0.0155	0.1588	0.0338	0.0447	0.5013	0.0031	164518	34465	0	144	0	0	-0.0000	-0.3590	nan	nan	0.0390	-0.1800	0.5601	-0.2002
BI_723_V-BI_723-P2-D02	F	0.9898	-0.0145	0.2388	0.0254	0.0324	0.4961	-0.0019	164518	34437	654	152	0	0	0.0309	-0.0260	nan	nan	0.4680	-1.5293	5.1497	-3.5483
BI_723_V-BI_723-P3-A03	F	0.9970	0.0085	0.1524	0.0445	0.0436	0.5007	0.0029	164516	34508	660	153	0	0	0.0478	0.0070	nan	nan	0.0058	0.2682	-1.2992	1.5007
BI_724_V-BI_724-P2-H08	F	0.9962	-0.0035	0.1498	0.0158	0.0271	0.5080	0.0147	164518	33417	524	173	0	0	0.0256	0.0110	nan	nan	0.0138	0.2333	-0.9421	0.8228
BI_726_V-BI_726-P2-D01	M	0.9957	0.0125	0.1541	0.0141	0.0268	0.5023	-0.0020	164518	33901	0	141	0	0	-0.0000	-0.3460	nan	nan	0.0341	0.6139	-2.8156	3.2601
BI_7263_V-BI_7263-P2-B04	F	0.9703	-0.0460	0.4646	0.0392	0.0497	0.4972	0.0150	164518	35542	527	109	0	0	0.0463	-0.0430	nan	nan	0.3375	-3.4477	12.6715	-10.5634
BI_7368_V-BI_7368-P2-A09	F	0.9860	-0.0015	0.2253	0.0161	0.0335	0.4974	0.0025	164519	34860	508	138	0	0	0.0324	-0.0080	nan	nan	0.1450	-1.3338	5.3780	-5.0555
BI_73683_V-BI_73683-P1-F03	F	0.9894	0.0105	0.1436	0.0169	0.0273	0.4998	-0.0058	164518	41115	606	80	0	0	0.0273	-0.0060	nan	nan	0.0479	0.3530	-1.8697	2.4394
BI_73684_V-BI_73684-P1-G01	M	0.9918	0.0130	0.1477	0.0173	0.0269	0.4978	-0.0051	164514	36413	0	137	0	0	-0.0000	-0.3520	nan	nan	0.1607	0.6896	-2.5073	2.0003
BI_73685_V-BI_73685-P1-H02	F	0.9923	0.0055	0.1345	0.0252	0.0257	0.5085	0.0202	164519	36908	744	157	0	0	0.0266	0.0140	nan	nan	0.0444	0.6655	-2.8853	3.0611
BI_73686_V-BI_73686-P1-H05	M	0.9932	0.0115	0.1385	0.0187	0.0241	0.4945	0.0007	164518	31854	0	119	0	0	-0.0000	-0.3830	nan	nan	0.0711	0.7280	-3.0424	3.0649
BI_737_V-BI_737-P2-C12	M	0.9957	0.0045	0.2000	0.0223	0.0281	0.5023	0.0024	164518	35700	0	194	0	0	-0.0000	-0.3490	nan	nan	0.2369	1.7504	-7.1008	6.8566
BI_737_V-BI_737-P3-A04	M	0.9971	0.0150	0.1669	0.0299	0.0438	0.4986	-0.0027	164516	35698	0	194	0	0	-0.0000	-0.2980	nan	nan	0.1582	0.9800	-3.8396	3.5035
BI_739_V-BI_739-P2-C11	M	0.9949	0.0020	0.1522	0.0282	0.0258	0.5027	0.0164	164516	31117	0	153	0	0	-0.0000	-0.4160	nan	nan	0.1056	-0.1520	0.1197	0.6235
BI_739_V-BI_739-P2-E01	M	0.9944	0.0140	0.1793	0.0238	0.0302	0.5083	0.0231	164516	31118	0	153	0	0	-0.0000	-0.3380	nan	nan	0.1371	1.2035	-4.8284	4.6739
BI_740_V-BI_740-P2-C10	F	0.9938	0.0035	0.1464	0.0287	0.0263	0.5039	0.0161	164518	32741	498	147	0	0	0.0220	-0.0090	nan	nan	0.0345	0.2232	-1.2801	1.8009
BI_741_V-BI_741-P2-C09	M	0.9944	0.0075	0.2359	0.0300	0.0285	0.4966	0.0104	164517	33922	0	145	0	0	-0.0000	-0.2920	nan	nan	0.3494	2.2835	-9.2141	8.7117
BI_751_V-BI_751-P2-C08	M	0.9942	0.0160	0.1462	0.0310	0.0261	0.4920	0.0067	164514	32875	0	195	0	0	-0.0000	-0.3590	nan	nan	0.0350	0.4272	-2.1385	2.6431
BI_754_V-BI_754-P2-C07	F	0.9946	0.0115	0.1439	0.0172	0.0262	0.4980	0.0101	164517	36624	546	177	0	0	0.0250	0.0010	nan	nan	0.0380	0.6135	-2.7787	3.1123
BI_755_V-BI_755-P3-A05	F	0.9970	0.0047	0.1487	0.0309	0.0469	0.5044	-0.0024	164516	33362	595	184	0	0	0.0473	0.0060	nan	nan	0.0009	-0.0144	0.0330	-0.0333
BI_756_V-BI_756-P2-C06	M	0.9958	-0.0065	0.2174	0.1065	0.0347	0.5133	0.0454	164519	34755	0	186	0	0	-0.0000	-0.4710	nan	nan	0.0863	0.2305	-1.9993	3.1329
BI_767_V-BI_767-P2-C05	M	0.9956	-0.0025	0.1644	0.0389	0.0287	0.5088	0.0096	164517	34268	0	167	0	0	-0.0000	-0.3970	nan	nan	0.1359	-0.4226	1.1286	-0.3152
BI_767_V-BI_767-P3-A06	M	0.9961	0.0255	0.2137	0.0195	0.0538	0.5001	0.0003	164517	34205	0	167	0	0	-0.0000	-0.3810	nan	nan	0.0694	-0.5466	2.0112	-1.5017
BI_770_V-BI_770-P2-C04	M	0.9957	0.0050	0.1480	0.0205	0.0262	0.5007	-0.0047	164518	33383	0	130	0	0	-0.0000	-0.3710	nan	nan	0.0185	0.2059	-1.1110	1.5387
BI_770_V-BI_770-P3-A07	M	0.9964	0.0250	0.1518	0.0462	0.0420	0.5034	-0.0051	164515	33391	0	130	0	0	-0.0000	-0.3250	nan	nan	0.0029	0.1191	-0.3217	0.2559
BI_780_V-BI_780-P2-C03	F	0.9953	0.0010	0.1396	0.0161	0.0257	0.4988	0.0069	164519	33532	560	9	0	0	0.0229	0.0050	nan	nan	0.0220	0.2465	-1.3025	1.5907
BI_781_V-BI_781-P2-H09	F	0.8073	-0.4860	1.0410	0.0166	0.0982	0.5033	0.0160	164515	29987	416	146	0	0	0.0851	-0.5180	nan	nan	0.4335	-11.5904	44.9819	-42.7830
BI_793_V-BI_793-P3-A08	F	0.9956	0.0195	0.1459	0.0445	0.0405	0.5010	0.0026	164517	34683	420	132	0	0	0.0471	0.0080	nan	nan	0.0065	0.1007	-0.5372	0.7432
BI_9172_V-BI_9172-P2-A05	F	0.9930	-0.0090	0.1344	0.0337	0.0261	0.4966	0.0014	164516	39174	722	171	0	0	0.0253	0.0090	nan	nan	0.0086	-0.0626	0.4352	-0.6461
BI_9284_V-BI_9284-P2-A10	M	0.9941	0.0110	0.1405	0.0122	0.0248	0.4935	0.0062	164514	35086	0	170	0	0	-0.0000	-0.3440	nan	nan	0.1241	0.7435	-2.8767	2.6197
BI_9454_V-BI_9454-P2-B01	F	0.9937	-0.0020	0.1457	0.0247	0.0274	0.5024	0.0050	164518	36624	932	134	0	0	0.0265	0.0140	nan	nan	0.0481	0.3497	-1.2861	1.0549
BI_9740_V-BI_9740-P3-F03	F	0.9963	0.0097	0.1571	0.0399	0.0406	0.5036	0.0163	164516	34756	597	167	0	0	0.0413	0.0100	nan	nan	0.0051	0.1244	-0.5557	0.4784
BI_L-434_V-BI_L-434-P3-A10	F	0.9962	0.0043	0.1420	0.0180	0.0451	0.5006	0.0035	164515	36153	751	120	0	0	0.0490	0.0130	nan	nan	0.0014	-0.0901	0.4246	-0.4636
BI_L-435_V-BI_L-435-P3-A11	M	0.9951	-0.0055	0.2057	0.0347	0.0489	0.4964	0.0047	164515	34268	0	108	0	0	-0.0000	-0.3850	nan	nan	0.2042	-1.8041	7.6989	-7.7967
BI_l-457_V-BI_l-457-P2-D05	M	0.9961	0.0082	0.1459	0.0152	0.0266	0.4961	0.0144	164517	35842	0	208	0	0	-0.0000	-0.3730	nan	nan	0.0307	0.5596	-2.5869	2.8965
BI_l1077_V-BI_l1077-P2-D09	F	0.9933	-0.0040	0.1428	0.0295	0.0255	0.5006	0.0125	164520	33526	426	85	0	0	0.0221	-0.0020	nan	nan	0.0522	0.0930	-0.8602	1.4644
BI_l458_V-BI_l458-P2-D07	F	0.9930	-0.0030	0.1487	0.0101	0.0271	0.5061	0.0025	164516	33788	437	195	0	0	0.0242	-0.0090	nan	nan	0.1527	-0.4119	1.1716	-0.4879
BI_l459_V-BI_l459-P2-D06	F	0.9955	0.0070	0.1820	0.0154	0.0319	0.5071	0.0015	164519	33913	480	124	0	0	0.0322	-0.0070	nan	nan	0.0208	0.2876	-1.5602	2.0523
BI_l460_V-BI_l460-P2-D08	M	0.9938	0.0195	0.1362	0.0245	0.0251	0.5003	-0.0127	164516	33588	0	149	0	0	-0.0000	-0.3590	nan	nan	0.0443	0.6742	-2.9822	3.3114
BI_ucd13_V-BI_ucd13-P2-D10	M	0.9942	0.0080	0.1469	0.0259	0.0257	0.4977	0.0073	164517	38594	0	154	0	0	-0.0000	-0.3690	nan	nan	0.0320	0.5171	-2.4656	2.8787
BOXER_BI_175630_JOHNSON_43320	F	0.9974	-0.0205	0.0975	0.0166	0.0259	0.5038	0.0074	164517	31163	1133	60	0	0	0.0250	-0.0120	nan	nan	0.0217	0.2464	-1.0814	0.9800
BOXER_BI_175631_JOHNSON_52772	M	0.9977	-0.0050	0.1123	0.0262	0.0217	0.4965	-0.0066	164515	25716	0	139	0	0	-0.0000	-0.3790	nan	nan	0.0872	0.4901	-1.9292	1.7959
BOXER_BI_175632_JOHNSON_60182	F	0.9971	-0.0225	0.1210	0.0249	0.0256	0.4986	-0.0001	164516	31255	923	119	0	0	0.0246	-0.0180	nan	nan	0.0018	-0.1018	0.3702	-0.4333
BOXER_BI_175633_JOHNSON_67469	M	0.9975	-0.0170	0.1270	0.0390	0.0309	0.5035	0.0059	164516	30313	0	204	0	0	-0.0000	-0.4555	nan	nan	0.0059	0.0837	-0.3862	0.3438
BOXER_BI_175634_JOHNSON_46707	M	0.9974	-0.0150	0.0947	0.0466	0.0261	0.4968	0.0006	164518	30835	0	144	0	0	-0.0000	-0.4210	nan	nan	0.0602	0.3304	-1.2830	1.0831
BOXER_BI_175645_JOHNSON_63056	M	0.9959	-0.0230	0.1559	0.0561	0.0404	0.5070	-0.0033	164519	27915	0	114	0	0	-0.0000	-0.4730	nan	nan	0.0577	-0.6839	2.6601	-2.5666
