mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex (annotation)	health_status	Cancer	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database												
GSM2400605	A	9806219049_R02C01_Grn.idat	9806219049_R02C01_Red.idat.gz	14524 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400606	A	9806219040_R03C01_Grn.idat	9806219040_R03C01_Red.idat.gz	7877 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400607	A	9806219040_R04C01_Grn.idat	9806219040_R04C01_Red.idat.gz	7902 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400608	A	9806219016_R05C01_Grn.idat	9806219016_R05C01_Red.idat.gz	1324 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400609	A	9806219040_R05C01_Grn.idat	9806219040_R05C01_Red.idat.gz	7907 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400610	A	9806219037_R05C02_Grn.idat	9806219037_R05C02_Red.idat.gz	7862 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400611	A	9806219016_R06C01_Grn.idat	9806219016_R06C01_Red.idat.gz	1327 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400612	A	9806219037_R06C02_Grn.idat	9806219037_R06C02_Red.idat.gz	7870 BEAG DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Beagle	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539199	A	9270664010_R01C01_Grn.idat	9270664010_R01C01_Red.idat.gz	BEDT_27105	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bedlington Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539234	A	9806219002_R02C02_Grn.idat	9806219002_R02C02_Red.idat.gz	BEDT_28909	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bedlington Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539235	A	9806219002_R03C02_Grn.idat	9806219002_R03C02_Red.idat.gz	BEDT_28915	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bedlington Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539236	A	9806219002_R04C02_Grn.idat	9806219002_R04C02_Red.idat.gz	BEDT_28916	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bedlington Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400613	A	5648367020_R01C02_Grn.idat	5648367020_R01C02_Red.idat.gz	22740 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400614	A	5648367020_R04C01_Grn.idat	5648367020_R04C01_Red.idat.gz	22734 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400615	A	5648367020_R06C01_Grn.idat	5648367020_R06C01_Red.idat.gz	22739 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400616	A	5648367027_R06C01_Grn.idat	5648367027_R06C01_Red.idat.gz	23989 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400617	A	9388954006_R06C02_Grn.idat	9388954006_R06C02_Red.idat.gz	28284 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400618	A	9388954008_R01C02_Grn.idat	9388954008_R01C02_Red.idat.gz	28296 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400619	A	9388954008_R05C01_Grn.idat	9388954008_R05C01_Red.idat.gz	28292 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400620	A	9388954073_R02C01_Grn.idat	9388954073_R02C01_Red.idat.gz	15646 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400621	A	9388954073_R05C01_Grn.idat	9388954073_R05C01_Red.idat.gz	24606 BELS DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539243	A	9388954081_R01C02_Grn.idat	9388954081_R01C02_Red.idat.gz	BELS_27485	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Belgian Sheepdog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401283	A	5648367022_R02C01_Grn.idat	5648367022_R02C01_Red.idat.gz	24619 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401284	A	5648367022_R06C01_Grn.idat	5648367022_R06C01_Red.idat.gz	24623 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401285	A	5648367023_R01C02_Grn.idat	5648367023_R01C02_Red.idat.gz	24637 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401286	A	5648367023_R02C02_Grn.idat	5648367023_R02C02_Red.idat.gz	24638 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401287	A	5648367023_R04C01_Grn.idat	5648367023_R04C01_Red.idat.gz	24634 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401288	A	5648367023_R05C01_Grn.idat	5648367023_R05C01_Red.idat.gz	24635 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401289	A	5648367023_R06C01_Grn.idat	5648367023_R06C01_Red.idat.gz	24636 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401290	A	5648367026_R01C01_Grn.idat	5648367026_R01C01_Red.idat.gz	22772 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2401291	A	5648367026_R03C01_Grn.idat	5648367026_R03C01_Red.idat.gz	22781 TURV DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539266	A	9388954081_R02C02_Grn.idat	9388954081_R02C02_Red.idat.gz	TURV_27484	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Belgian Tervuren	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424627	A	200950830022_R01C02_Grn.idat	200950830022_R01C02_Red.idat.gz	BERG: 31480	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424628	A	200950830023_R03C01_Grn.idat	200950830023_R03C01_Red.idat.gz	BERG: 31481	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424629	A	200950830023_R05C02_Grn.idat	200950830023_R05C02_Red.idat.gz	BERG: 31482	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424630	A	200950830024_R01C02_Grn.idat	200950830024_R01C02_Red.idat.gz	BERG: 31483	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424631	A	200514100016_R06C01_Grn.idat	200514100016_R06C01_Red.idat.gz	BERG: 31485	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424632	A	200514100018_R02C01_Grn.idat	200514100018_R02C01_Red.idat.gz	BERG: 31486	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424633	A	200514100018_R04C02_Grn.idat	200514100018_R04C02_Red.idat.gz	BERG: 31487	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424634	A	200514100021_R06C01_Grn.idat	200514100021_R06C01_Red.idat.gz	BERG: 31488	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424635	A	200514100025_R02C01_Grn.idat	200514100025_R02C01_Red.idat.gz	BERG: 31489	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502223	A	200950830032_R04C02_Grn.idat	200950830032_R04C02_Red.idat.gz	BERG_31484_blood	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Bergamasco	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400631	A	9806219027_R03C01_Grn.idat	9806219027_R03C01_Red.idat.gz	27913 BMD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400632	A	9806219027_R02C01_Grn.idat	9806219027_R02C01_Red.idat.gz	27914 BMD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539245	A	9933510117_R02C02_Grn.idat	9933510117_R02C02_Red.idat.gz	BMD_4667	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539246	A	9388954081_R06C01_Grn.idat	9388954081_R06C01_Red.idat.gz	BMD_4679	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539247	A	9255905114_R06C01_Grn.idat	9255905114_R06C01_Red.idat.gz	BMD_4687	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539248	A	9255905114_R02C01_Grn.idat	9255905114_R02C01_Red.idat.gz	BMD_972	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539249	A	9255905114_R03C01_Grn.idat	9255905114_R03C01_Red.idat.gz	BMD_983	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bernese Mountain Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502171	A	100994160127_R05C01_Grn.idat	100994160127_R05C01_Red.idat.gz	BIEW_31248_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502174	A	100994160131_R02C01_Grn.idat	100994160131_R02C01_Red.idat.gz	BIEW_31256_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502175	A	100994160131_R03C02_Grn.idat	100994160131_R03C02_Red.idat.gz	BIEW_31253_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502190	A	100994160144_R05C01_Grn.idat	100994160144_R05C01_Red.idat.gz	BIEW_31247_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502194	A	100994160146_R02C01_Grn.idat	100994160146_R02C01_Red.idat.gz	BIEW_31246_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502196	A	100994160146_R03C02_Grn.idat	100994160146_R03C02_Red.idat.gz	BIEW_31254_saliva	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Saliva	Biewer Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400693	A	9700838056_R01C01_Grn.idat	9700838056_R01C01_Red.idat.gz	15422 BRTR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Black Russian Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400694	A	9700838018_R04C01_Grn.idat	9700838018_R04C01_Red.idat.gz	15419 BRTR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Black Russian Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400695	A	9700838056_R02C01_Grn.idat	9700838056_R02C01_Red.idat.gz	15424 BRTR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Black Russian Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400696	A	9700838012_R04C02_Grn.idat	9700838012_R04C02_Red.idat.gz	15420 BRTR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Black Russian Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400622	A	9700838041_R06C02_Grn.idat	9700838041_R06C02_Red.idat.gz	11432 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400623	A	9806219012_R01C01_Grn.idat	9806219012_R01C01_Red.idat.gz	25393 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
