"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","age:ch1","angle 1 (abc):ch1","angle 2(caf):ch1","angle 3 (dla):ch1","angle 4 (ahg):ch1","angle 5 (afh):ch1","breed:ch1","diameter f:ch1","line ab:ch1","line ae:ch1","line ag:ch1","line bc:ch1","line bd:ch1","line be:ch1","line cd:ch1","line fg:ch1","Sex:ch1"
"GSM1261461","D2662_Saliva_Affected_rep1","GSM1261461","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 1.5","diameter f: 44.48","line ab: 16.63","angle 1 (abc): 115.03","line bc: 13.65","line cd: 15.73","line bd: 27.99","line be: 28.48","line ae: 33.03","angle 2(caf): 72.61","angle 3 (dla): 70.71","line ag: 27.44","angle 4 (ahg): 146.83","angle 5 (afh): 47.15","line fg: 21.19","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.5","115.03","72.61","70.71","146.83","47.15","Griffon Bruxellois","44.48","16.63","33.03","27.44","13.65","27.99","28.48","15.73","21.19","Male"
"GSM1261462","D2750_Saliva_Affected_rep1","GSM1261462","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 4.5","diameter f: 44.29","line ab: 15.4","angle 1 (abc): 124.41","line bc: 12.54","line cd: 17.07","line bd: 26.8","line be: 27.4","line ae: 30.54","angle 2(caf): 84.61","angle 3 (dla): 70.41","line ag: 27.16","angle 4 (ahg): 149.48","angle 5 (afh): 49.89","line fg: 21.16","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","4.5","124.41","84.61","70.41","149.48","49.89","Griffon Bruxellois","44.29","15.4","30.54","27.16","12.54","26.8","27.4","17.07","21.16","Female"
"GSM1261463","D2751_Saliva_Affected_rep1","GSM1261463","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 8.9","diameter f: 43.96","line ab: 13.9","angle 1 (abc): 110.35","line bc: 13.84","line cd: 11.47","line bd: 25.54","line be: 25.61","line ae: 31.75","angle 2(caf): 61.16","angle 3 (dla): 108.96","line ag: 24.02","angle 4 (ahg): 147.63","angle 5 (afh): 37.53","line fg: 21.46","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","8.9","110.35","61.16","108.96","147.63","37.53","Griffon Bruxellois","43.96","13.9","31.75","24.02","13.84","25.54","25.61","11.47","21.46","Female"
"GSM1261464","D2752_Saliva_Affected_rep1","GSM1261464","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.1","diameter f: 42.21","line ab: 13.49","angle 1 (abc): 115.16","line bc: 13.77","line cd: 13.5","line bd: 25.96","line be: 25.46","line ae: 29.63","angle 2(caf): 71.31","angle 3 (dla): 81.43","line ag: 23.57","angle 4 (ahg): 138.54","angle 5 (afh): 46.53","line fg: 20.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.1","115.16","71.31","81.43","138.54","46.53","Griffon Bruxellois","42.21","13.49","29.63","23.57","13.77","25.96","25.46","13.5","20.72","Female"
"GSM1261465","D2753_Saliva_Affected_rep1","GSM1261465","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 1.8","diameter f: 42.42","line ab: 14.46","angle 1 (abc): 115.96","line bc: 13.78","line cd: 15.96","line bd: 28.04","line be: 27.6","line ae: 30.2","angle 2(caf): 79.38","angle 3 (dla): 79.67","line ag: 25.25","angle 4 (ahg): 135.12","angle 5 (afh): 48.35","line fg: 18.95","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","1.8","115.96","79.38","79.67","135.12","48.35","Griffon Bruxellois","42.42","14.46","30.2","25.25","13.78","28.04","27.6","15.96","18.95","Female"
"GSM1261466","D2754_Saliva_Affected_rep1","GSM1261466","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 7","diameter f: 41.96","line ab: 15.56","angle 1 (abc): 109.34","line bc: 16.27","line cd: 13.67","line bd: 29.32","line be: 29.36","line ae: 33.43","angle 2(caf): 61.47","angle 3 (dla): 83.83","line ag: 25.83","angle 4 (ahg): 141.45","angle 5 (afh): 45.21","line fg: 20.49","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","7","109.34","61.47","83.83","141.45","45.21","Griffon Bruxellois","41.96","15.56","33.43","25.83","16.27","29.32","29.36","13.67","20.49","Female"
"GSM1261467","D2775_Saliva_Affected_rep1","GSM1261467","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5","diameter f: 43.11","line ab: 16.75","angle 1 (abc): 112.14","line bc: 12.58","line cd: 14.85","line bd: 27.4","line be: 28.1","line ae: 32.08","angle 2(caf): 74.06","angle 3 (dla): 91.73","line ag: 25.81","angle 4 (ahg): 131.42","angle 5 (afh): 47.1","line fg: 19.58","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5","112.14","74.06","91.73","131.42","47.1","Griffon Bruxellois","43.11","16.75","32.08","25.81","12.58","27.4","28.1","14.85","19.58","Female"
"GSM1261468","D2777_Saliva_Affected_rep1","GSM1261468","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 3.3","diameter f: 37.8","line ab: 16.04","angle 1 (abc): 116.15","line bc: 11.5","line cd: 13.74","line bd: 24.14","line be: 26.33","line ae: 29.41","angle 2(caf): 73.79","angle 3 (dla): 83.29","line ag: 23.16","angle 4 (ahg): 147.4","angle 5 (afh): 41.5","line fg: 18.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","3.3","116.15","73.79","83.29","147.4","41.5","Griffon Bruxellois","37.8","16.04","29.41","23.16","11.5","24.14","26.33","13.74","18.72","Male"
"GSM1261469","D2801_Saliva_Affected_rep1","GSM1261469","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.4","diameter f: 43.79","line ab: 15.9","angle 1 (abc): 117.77","line bc: 13.7","line cd: 14.01","line bd: 27.24","line be: 25.78","line ae: 33.96","angle 2(caf): 57.01","angle 3 (dla): 88.77","line ag: 24.16","angle 4 (ahg): 142.74","angle 5 (afh): 47.01","line fg: 24.72","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.4","117.77","57.01","88.77","142.74","47.01","Griffon Bruxellois","43.79","15.9","33.96","24.16","13.7","27.24","25.78","14.01","24.72","Female"
"GSM1261470","D2803_Saliva_Affected_rep1","GSM1261470","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 2.5","diameter f: 43.32","line ab: 16.67","angle 1 (abc): 108.05","line bc: 12.8","line cd: 12.62","line bd: 25.28","line be: 25.41","line ae: 31.53","angle 2(caf): 67.26","angle 3 (dla): 93.51","line ag: 24.9","angle 4 (ahg): 137.13","angle 5 (afh): 40.81","line fg: 19.38","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.5","108.05","67.26","93.51","137.13","40.81","Griffon Bruxellois","43.32","16.67","31.53","24.9","12.8","25.28","25.41","12.62","19.38","Female"
"GSM1261471","D2804_Saliva_Affected_rep1","GSM1261471","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 4.5","diameter f: 44.43","line ab: 15.73","angle 1 (abc): 126.97","line bc: 14.59","line cd: 16.53","line bd: 27.35","line be: 28.66","line ae: 31.01","angle 2(caf): 84.66","angle 3 (dla): 68.06","line ag: 30.11","angle 4 (ahg): 147.78","angle 5 (afh): 48.09","line fg: 19.96","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","4.5","126.97","84.66","68.06","147.78","48.09","Griffon Bruxellois","44.43","15.73","31.01","30.11","14.59","27.35","28.66","16.53","19.96","Male"
"GSM1261472","D2805_Saliva_Affected_rep1","GSM1261472","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 7.1","diameter f: 42.23","line ab: 14.84","angle 1 (abc): 104.16","line bc: 13.3","line cd: 13.73","line bd: 27.12","line be: 284","line ae: 31.69","angle 2(caf): 70.93","angle 3 (dla): 89.73","line ag: 24.64","angle 4 (ahg): 145.65","angle 5 (afh): 43.56","line fg: 18.33","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","7.1","104.16","70.93","89.73","145.65","43.56","Griffon Bruxellois","42.23","14.84","31.69","24.64","13.3","27.12","284","13.73","18.33","Female"
"GSM1261473","D2806_Saliva_Affected_rep1","GSM1261473","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Male","age: 2.4","diameter f: 45.22","line ab: 17.35","angle 1 (abc): 115.6","line bc: 14.67","line cd: 13.71","line bd: 27.54","line be: 29.52","line ae: 32.36","angle 2(caf): 78.67","angle 3 (dla): 80.43","line ag: 30.9","angle 4 (ahg): 145.18","angle 5 (afh): 45.15","line fg: 19.59","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","2.4","115.6","78.67","80.43","145.18","45.15","Griffon Bruxellois","45.22","17.35","32.36","30.9","14.67","27.54","29.52","13.71","19.59","Male"
"GSM1261474","D2807_Saliva_Affected_rep1","GSM1261474","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 6.2","diameter f: 41.06","line ab: 14.58","angle 1 (abc): 112.71","line bc: 12.5","line cd: 14.18","line bd: 26.44","line be: 26.84","line ae: 31.27","angle 2(caf): 68.13","angle 3 (dla): 89.33","line ag: 23.34","angle 4 (ahg): 134.35","angle 5 (afh): 42.53","line fg: 19.93","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","6.2","112.71","68.13","89.33","134.35","42.53","Griffon Bruxellois","41.06","14.58","31.27","23.34","12.5","26.44","26.84","14.18","19.93","Female"
"GSM1261475","D2808_Saliva_Affected_rep1","GSM1261475","Public on May 19 2014","Nov 08 2013","May 19 2014","genomic","1","saliva (mouth swap)_affected","Canis lupus familiaris","breed: Griffon Bruxellois","Sex: Female","age: 5.8","diameter f: 44.23","line ab: 19.23","angle 1 (abc): 105.16","line bc: 12.98","line cd: 12.71","line bd: 25.73","line be: 26.55","line ae: 34.25","angle 2(caf): 59.14","angle 3 (dla): 94.8","line ag: 23.66","angle 4 (ahg): 142.67","angle 5 (afh): 36.58","line fg: 21.74","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","Cy3 and Cy5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","Genotyping batch2","raw data file: Batch2_RAW.txt","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","5.8","105.16","59.14","94.8","142.67","36.58","Griffon Bruxellois","44.23","19.23","34.25","23.66","12.98","25.73","26.55","12.71","21.74","Female"
