mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex	health_status	Cancer	Cancer_2	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database	Total_mcas	Collected_healthy	size	pop
GSM2400681	A	9830881021_R04C02_Grn.idat	9830881021_R04C02_Red.idat.gz	20240 BRIA DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Briard	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400682	A	9830881017_R04C01_Grn.idat	9830881017_R04C01_Red.idat.gz	7780 BRIA DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Briard	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400683	A	9933510166_R03C02_Grn.idat	9933510166_R03C02_Red.idat.gz	12720 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400684	A	9933510166_R04C02_Grn.idat	9933510166_R04C02_Red.idat.gz	12721 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400685	A	9933510166_R05C02_Grn.idat	9933510166_R05C02_Red.idat.gz	12724 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400686	A	9933510166_R06C02_Grn.idat	9933510166_R06C02_Red.idat.gz	12725 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400687	A	9933510167_R01C01_Grn.idat	9933510167_R01C01_Red.idat.gz	12726 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400688	A	9933510167_R02C01_Grn.idat	9933510167_R02C01_Red.idat.gz	12727 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400689	A	9933510167_R04C02_Grn.idat	9933510167_R04C02_Red.idat.gz	13150 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400690	A	9270665013_R03C01_Grn.idat	9270665013_R03C01_Red.idat.gz	27117 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400691	A	9374872029_R03C01_Grn.idat	9374872029_R03C01_Red.idat.gz	27137 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400692	A	9933510197_R02C02_Grn.idat	9933510197_R02C02_Red.idat.gz	28919 BRIT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Brittany	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400726	A	5255993013_R02C02_Grn.idat	5255993013_R02C02_Red.idat.gz	23661 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400727	A	5255993017_R02C01_Grn.idat	5255993017_R02C01_Red.idat.gz	23667 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400728	A	5255993017_R02C02_Grn.idat	5255993017_R02C02_Red.idat.gz	23674 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400729	A	5255993017_R05C02_Grn.idat	5255993017_R05C02_Red.idat.gz	23678 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400730	A	5255993018_R04C01_Grn.idat	5255993018_R04C01_Red.idat.gz	23630 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400731	A	5255993018_R05C01_Grn.idat	5255993018_R05C01_Red.idat.gz	23631 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400732	A	5255993018_R06C01_Grn.idat	5255993018_R06C01_Red.idat.gz	23632 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400733	A	5255993018_R06C02_Grn.idat	5255993018_R06C02_Red.idat.gz	23638 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400735	A	5255993001_R03C01_Grn.idat	5255993001_R03C01_Red.idat.gz	23695 BULT DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bull Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400707	A	9270664010_R04C02_Grn.idat	9270664010_R04C02_Red.idat.gz	27453 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400708	A	9270665022_R01C02_Grn.idat	9270665022_R01C02_Red.idat.gz	27452 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400709	A	9806219049_R06C02_Grn.idat	9806219049_R06C02_Red.idat.gz	13160 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400710	A	7918068001_R06C02_Grn.idat	7918068001_R06C02_Red.idat.gz	1198 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400711	A	9830881017_R05C01_Grn.idat	9830881017_R05C01_Red.idat.gz	14474 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400712	A	9830881017_R06C01_Grn.idat	9830881017_R06C01_Red.idat.gz	14476 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400714	A	9830881017_R03C02_Grn.idat	9830881017_R03C02_Red.idat.gz	3556 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400715	A	9933510107_R05C02_Grn.idat	9933510107_R05C02_Red.idat.gz	3589 BULD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bulldog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400716	A	9806219012_R02C01_Grn.idat	9806219012_R02C01_Red.idat.gz	26414 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400717	A	9806219002_R05C01_Grn.idat	9806219002_R05C01_Red.idat.gz	28920 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400718	A	9700838018_R01C01_Grn.idat	9700838018_R01C01_Red.idat.gz	1126 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400719	A	9700838018_R02C02_Grn.idat	9700838018_R02C02_Red.idat.gz	1113 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400720	A	9700838026_R03C02_Grn.idat	9700838026_R03C02_Red.idat.gz	1107 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400721	A	9700838026_R04C02_Grn.idat	9700838026_R04C02_Red.idat.gz	14500 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400722	A	9700838031_R05C01_Grn.idat	9700838031_R05C01_Red.idat.gz	1110 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400723	A	9700838031_R06C01_Grn.idat	9700838031_R06C01_Red.idat.gz	1116 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400724	A	9700838056_R01C02_Grn.idat	9700838056_R01C02_Red.idat.gz	1112 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400725	A	7918068011_R04C01_Grn.idat	7918068011_R04C01_Red.idat.gz	1125 BULM DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bullmastiff	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400736	A	9830881003_R01C01_Grn.idat	9830881003_R01C01_Red.idat.gz	28466 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400737	A	9830881003_R02C01_Grn.idat	9830881003_R02C01_Red.idat.gz	28521 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400738	A	9830881003_R03C01_Grn.idat	9830881003_R03C01_Red.idat.gz	27172 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400739	A	9830881003_R04C01_Grn.idat	9830881003_R04C01_Red.idat.gz	28517 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400740	A	9806219033_R01C02_Grn.idat	9806219033_R01C02_Red.idat.gz	13037 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400741	A	9806219033_R02C02_Grn.idat	9806219033_R02C02_Red.idat.gz	13038 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400742	A	9806219033_R04C01_Grn.idat	9806219033_R04C01_Red.idat.gz	10026 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400743	A	9806219032_R06C02_Grn.idat	9806219032_R06C02_Red.idat.gz	9330 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400744	A	9806219037_R04C02_Grn.idat	9806219037_R04C02_Red.idat.gz	7802 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2400745	A	9806219027_R03C02_Grn.idat	9806219027_R03C02_Red.idat.gz	27169 CAIR DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Cairn Terrier	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3502178	A	100994160132_R05C02_Grn.idat	100994160132_R05C02_Red.idat.gz	CAAN_30657_whole blood	"Talenti A, Dreger DL, Frattini S, Polli M et al. Studies of modern Italian dog populations reveal multiple patterns for domestic breed evolution. Ecol Evol 2018 Mar;8(5):2911-2925. PMID: 29531705"	NA			Blood	Canaan Dog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM3502200	A	100994160150_R06C01_Grn.idat	100994160150_R06C01_Red.idat.gz	CAAN_30658_whole blood	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Canaan Dog	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2195608	A	3998887040_R01C01_Grn.idat	3998887040_R01C01_Red.idat.gz	CANE DNA [24509]		NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2195609	A	3998887040_R02C01_Grn.idat	3998887040_R02C01_Red.idat.gz	CANE DNA [24515]		NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2195611	A	3998887040_R04C01_Grn.idat	3998887040_R04C01_Red.idat.gz	CANE DNA [24519]	"Decker B, Davis BW, Rimbault M, Long AH et al. Comparison against 186 canid whole-genome sequences reveals survival strategies of an ancient clonally transmissible canine tumor. Genome Res 2015 Nov;25(11):1646-55. PMID: 26232412"	NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2195612	A	3998887040_R05C01_Grn.idat	3998887040_R05C01_Red.idat.gz	CANE DNA [24520]	"Decker B, Davis BW, Rimbault M, Long AH et al. Comparison against 186 canid whole-genome sequences reveals survival strategies of an ancient clonally transmissible canine tumor. Genome Res 2015 Nov;25(11):1646-55. PMID: 26232412"	NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2195623	A	3998887042_R04C01_Grn.idat	3998887042_R04C01_Red.idat.gz	CANE DNA [24548]	"Decker B, Davis BW, Rimbault M, Long AH et al. Comparison against 186 canid whole-genome sequences reveals survival strategies of an ancient clonally transmissible canine tumor. Genome Res 2015 Nov;25(11):1646-55. PMID: 26232412"	NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2196600	A	9270665023_R06C02_Grn.idat	9270665023_R06C02_Red.idat.gz	CANE [27048]	"Dreger DL, Davis BW, Cocco R, Sechi S et al. Commonalities in Development of Pure Breeds and Population Isolates Revealed in the Genome of the Sardinian Fonni's Dog. Genetics 2016 Oct;204(2):737-755. PMID: 27519604"	NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
GSM2196601	A	9270665023_R03C01_Grn.idat	9270665023_R03C01_Red.idat.gz	CANE [27352]	"Dreger DL, Davis BW, Cocco R, Sechi S et al. Commonalities in Development of Pure Breeds and Population Isolates Revealed in the Genome of the Sardinian Fonni's Dog. Genetics 2016 Oct;204(2):737-755. PMID: 27519604"	NA			Blood	Cane Corso	Unknown	Unknown	N	U	Unknown	Unknown	Unknown	Unknown	Unknown	NA	0	U	0	2859
