"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","breed:ch1","gender:ch1","tissue:ch1"
"GSM1330214","GRY022_Greyhound","GSM1330214","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Greyhound","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","GRY022","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Greyhound","Female","blood"
"GSM1330215","GRY029_Greyhound","GSM1330215","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Greyhound","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","GRY029","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Greyhound","Male","blood"
"GSM1330216","GRY032_Greyhound","GSM1330216","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Greyhound","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","GRY032","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Greyhound","Male","blood"
"GSM1330217","JRT001_Jack Russell Terrier","GSM1330217","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT001","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Male","blood"
"GSM1330218","JRT002_Jack Russell Terrier","GSM1330218","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT002","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330219","JRT005_Jack Russell Terrier","GSM1330219","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT005","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330220","JRT013_Jack Russell Terrier","GSM1330220","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT013","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330221","JRT014_Jack Russell Terrier","GSM1330221","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT014","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330222","JRT017_Jack Russell Terrier","GSM1330222","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT017","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330223","JRT018_Jack Russell Terrier","GSM1330223","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT018","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Male","blood"
"GSM1330224","JRT022_Jack Russell Terrier","GSM1330224","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT022","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Male","blood"
"GSM1330225","JRT026_Jack Russell Terrier","GSM1330225","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT026","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330226","JRT030_Jack Russell Terrier","GSM1330226","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","JRT030","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Female","blood"
"GSM1330227","WG0087816-DNAE06_Jack Russell Terrier","GSM1330227","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAE06","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Male","blood"
"GSM1330228","WG0087816-DNAF06_Jack Russell Terrier","GSM1330228","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Jack Russell Terrier","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","WG0087816-DNAF06","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Jack Russell Terrier","Male","blood"
"GSM1330229","LAB005_Labrador Retriever","GSM1330229","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB005","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Female","blood"
"GSM1330230","LAB010_Labrador Retriever","GSM1330230","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB010","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Female","blood"
"GSM1330231","LAB011_Labrador Retriever","GSM1330231","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB011","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Female","blood"
"GSM1330232","LAB012_Labrador Retriever","GSM1330232","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Male","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB012","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Male","blood"
"GSM1330233","LAB016_Labrador Retriever","GSM1330233","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB016","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Female","blood"
"GSM1330234","LAB017_Labrador Retriever","GSM1330234","Public on Mar 28 2014","Feb 18 2014","Mar 28 2014","genomic","1","blood","Canis lupus familiaris","breed: Labrador Retriever","gender: Female","tissue: blood","genomic DNA","genomic DNA was extracted from blood using standard procedures","biotin","standard Illumina protocols were used and labelling was performed by Illumina Inc. USA","9615","standard Illumina protocols were used and hybridization was performed by Illumina Inc. USA","standard Illumina protocols were used and scanning was performed by Illumina Inc. USA","LAB017","Illumina Inc. USA performed the intial data processing (http://res.illumina.com/documents/products/datasheets/datasheet_caninehd.pdf). The standard cluster file that was used as reference when Log R ratios and B allele frequencies were calculated was created with the samples herein by Illumina Inc. USA. Further processing was perfromed by the authors using GenomeStudio V2010.3, Genotyping Module 1.8.4 where the Log R Ratio was corrected for GC content and low quality SNPs and intensity-only SNPs were removed. Remaining number of SNPs used in the CNV calling were 172115.","ID REF, LRR_GCC are Log R ratio values after GC-correction and this was used in the subsequent CNV discovery, Score, Theta, R, Gtype, B Allele Freq, Log R Ratio","GPL17481","Anna-Maja,,Molin","Anna-Maja.Molin@slu.se","Department of Animal Breeding and Genetics","Swedish University of Agricultural Sciences","Gerda Nilssons väg 2","Uppsala","750 07","Sweden","NONE","172115","Labrador Retriever","Female","blood"
