"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch1.7","characteristics_ch1.8","characteristics_ch1.9","characteristics_ch1.10","characteristics_ch1.11","characteristics_ch1.12","characteristics_ch1.13","characteristics_ch1.14","characteristics_ch1.15","characteristics_ch1.16","characteristics_ch1.17","characteristics_ch1.18","characteristics_ch1.19","characteristics_ch1.20","characteristics_ch1.21","characteristics_ch1.22","characteristics_ch1.23","characteristics_ch1.24","characteristics_ch1.25","characteristics_ch1.26","characteristics_ch1.27","characteristics_ch1.28","characteristics_ch1.29","characteristics_ch1.30","characteristics_ch1.31","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","ab:ch1","ac:ch1","ae:ch1","ai:ch1","bc:ch1","bd:ch1","bk:ch1","breed:ch1","ccd size:ch1","cd:ch1","cj:ch1","disease state:ch1","f-d/bc:ch1","f-d/cd:ch1","f-diam:ch1","fg:ch1","fh:ch1","ID:ch1","l1 (hae):ch1","l10 (afg):ch1","l11(ebk):ch1","l2 (fac):ch1","l3 (dib):ch1","l4 (fae):ch1","l4+l7:ch1","l5 (aeb):ch1","l6(dba):ch1","l7(dbi):ch1","l8 (ebd):ch1","l9 (jcb):ch1","sm:ch1","vd:ch1"
"GSM2748094","CKCS_Saliva_Unaffected_76","GSM2748094","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 1","vd: 0","f-diam: 50.46","ab: 13.55","bc: 19.21","cd: 15.65","bd: 31.61","ae: 36.53","ID: 30.08","ac: 29.81","ai: 28.08","cj: 12.16","fh: 28.38","fg: 23.17","bk: 14.15","l1 (hae): 123.98","l2 (fac): 71.41","l3 (dib): 80.85","l4 (fae): 43.29","l5 (aeb): 20.95","l6(dba): 107.94","l7(dbi): 28.08","l8 (ebd): 5.19","l9 (jcb): 46.07","l10 (afg): 49.65","l11(ebk): 54.03","f-d/cd: 3.22428115","f-d/bc: 2.626756897","l4+l7: 71.37","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003000-WG3318316-DNA-G04","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","13.55","29.81","36.53","28.08","19.21","31.61","14.15","Cavalier King Charles Spaniel","1","15.65","12.16","control","2.626756897","3.22428115","50.46","23.17","28.38","30.08","123.98","49.65","54.03","71.41","80.85","43.29","71.37","20.95","107.94","28.08","5.19","46.07","0","0"
"GSM2748095","CKCS_Saliva_Unaffected_77","GSM2748095","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 2","vd: 1","f-diam: 52.67","ab: 16.37","bc: 17.27","cd: 13.81","bd: 30.54","ae: 38.14","ID: 28.99","ac: 29.95","ai: 24.84","cj: 12.63","fh: 28.79","fg: 23.97","bk: 8.11","l1 (hae): 123.08","l2 (fac): 69.4","l3 (dib): 91.84","l4 (fae): 44.03","l5 (aeb): 25.24","l6(dba): 107.73","l7(dbi): 16.48","l8 (ebd): 9.11","l9 (jcb): 26.94","l10 (afg): 46.18","l11(ebk): 43.52","f-d/cd: 3.813902969","f-d/bc: 3.049797336","l4+l7: 60.51","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003044-WG3318316-DNA-G05","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.37","29.95","38.14","24.84","17.27","30.54","8.11","Cavalier King Charles Spaniel","2","13.81","12.63","control","3.049797336","3.813902969","52.67","23.97","28.79","28.99","123.08","46.18","43.52","69.4","91.84","44.03","60.51","25.24","107.73","16.48","9.11","26.94","0","1"
"GSM2748096","CKCS_Saliva_Unaffected_78","GSM2748096","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 1","vd: 1","f-diam: 47.89","ab: 17.22","bc: 15.81","cd: 14.89","bd: 29.49","ae: 36.82","ID: 28.66","ac: 28.66","ai: 25.12","cj: 11.87","fh: 27.45","fg: 23.1","bk: 8.14","l1 (hae): 125.49","l2 (fac): 66.47","l3 (dib): 88.1","l4 (fae): 39.41","l5 (aeb): 28.15","l6(dba): 103.88","l7(dbi): 15.38","l8 (ebd): 6.87","l9 (jcb): 28.88","l10 (afg): 53.01","l11(ebk): 44.89","f-d/cd: 3.216252518","f-d/bc: 3.029095509","l4+l7: 54.79","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003017-WG3318316-DNA-G06","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","17.22","28.66","36.82","25.12","15.81","29.49","8.14","Cavalier King Charles Spaniel","1","14.89","11.87","control","3.029095509","3.216252518","47.89","23.1","27.45","28.66","125.49","53.01","44.89","66.47","88.1","39.41","54.79","28.15","103.88","15.38","6.87","28.88","0","1"
"GSM2748097","CKCS_Saliva_Unaffected_79","GSM2748097","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 44.65","ab: 16.41","bc: 18.69","cd: 12.43","bd: 28.93","ae: 34.02","ID: 30.41","ac: 30.27","ai: 32.14","cj: 13.1","fh: 27.02","fg: 23.3","bk: 13.4","l1 (hae): 119.06","l2 (fac): 68.17","l3 (dib): 68.04","l4 (fae): 40.72","l5 (aeb): 28.83","l6(dba): 97.96","l7(dbi): 30.48","l8 (ebd): 8.59","l9 (jcb): 41.74","l10 (afg): 55.4","l11(ebk): 50.62","f-d/cd: 3.592115849","f-d/bc: 2.388978063","l4+l7: 71.2","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003459-WG3318316-DNA-G07","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.41","30.27","34.02","32.14","18.69","28.93","13.4","Cavalier King Charles Spaniel","0","12.43","13.1","control","2.388978063","3.592115849","44.65","23.3","27.02","30.41","119.06","55.4","50.62","68.17","68.04","40.72","71.2","28.83","97.96","30.48","8.59","41.74","0","0"
"GSM2748098","CKCS_Saliva_Unaffected_80","GSM2748098","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 47.69","ab: 16.44","bc: 21.83","cd: 12.74","bd: 30.57","ae: 36.08","ID: 34.47","ac: 33.66","ai: 37.12","cj: 14.14","fh: 28.44","fg: 24.78","bk: 11.7","l1 (hae): 114.33","l2 (fac): 71.53","l3 (dib): 62.75","l4 (fae): 40.49","l5 (aeb): 26.72","l6(dba): 99.29","l7(dbi): 37.18","l8 (ebd): 12.29","l9 (jcb): 37.2","l10 (afg): 58.52","l11(ebk): 32.9","f-d/cd: 3.7433281","f-d/bc: 2.184608337","l4+l7: 77.67","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003456-WG3318316-DNA-G08","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.44","33.66","36.08","37.12","21.83","30.57","11.7","Cavalier King Charles Spaniel","0","12.74","14.14","control","2.184608337","3.7433281","47.69","24.78","28.44","34.47","114.33","58.52","32.9","71.53","62.75","40.49","77.67","26.72","99.29","37.18","12.29","37.2","0","0"
"GSM2748099","CKCS_Saliva_Unaffected_81","GSM2748099","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 1","vd: 3","f-diam: 50.61","ab: 16.89","bc: 18.51","cd: 14.97","bd: 30.48","ae: 36.97","ID: 31.23","ac: 30.8","ai: 30.39","cj: 11.99","fh: 27.68","fg: 23.18","bk: 10.87","l1 (hae): 124.14","l2 (fac): 67.97","l3 (dib): 75.71","l4 (fae): 44.28","l5 (aeb): 26.24","l6(dba): 100.85","l7(dbi): 25.46","l8 (ebd): 4.29","l9 (jcb): 41.24","l10 (afg): 52.13","l11(ebk): 45.57","f-d/cd: 3.380761523","f-d/bc: 2.734197731","l4+l7: 69.74","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003131-WG3318316-DNA-G09","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.89","30.8","36.97","30.39","18.51","30.48","10.87","Cavalier King Charles Spaniel","1","14.97","11.99","control","2.734197731","3.380761523","50.61","23.18","27.68","31.23","124.14","52.13","45.57","67.97","75.71","44.28","69.74","26.24","100.85","25.46","4.29","41.24","0","3"
"GSM2748100","CKCS_Saliva_Affected_82","GSM2748100","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: case","sm: 1","ccd size: 0","vd: 0","f-diam: 46.05","ab: 13.61","bc: 17.1","cd: 13.1","bd: 29.28","ae: 33.74","ID: 28.76","ac: 25.78","ai: 21.76","cj: 10.48","fh: 26.51","fg: 21.97","bk: 12.28","l1 (hae): 115.7","l2 (fac): 69.86","l3 (dib): 84.59","l4 (fae): 43.55","l5 (aeb): 23.94","l6(dba): 101.65","l7(dbi): 16.29","l8 (ebd): 8.67","l9 (jcb): 45.82","l10 (afg): 49.73","l11(ebk): 39.72","f-d/cd: 3.515267176","f-d/bc: 2.692982456","l4+l7: 59.84","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003455-WG3318316-DNA-G10","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","13.61","25.78","33.74","21.76","17.1","29.28","12.28","Cavalier King Charles Spaniel","0","13.1","10.48","case","2.692982456","3.515267176","46.05","21.97","26.51","28.76","115.7","49.73","39.72","69.86","84.59","43.55","59.84","23.94","101.65","16.29","8.67","45.82","1","0"
"GSM2748101","CKCS_Saliva_Unaffected_83","GSM2748101","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 1","f-diam: 49.1","ab: 16.37","bc: 20.01","cd: 12.73","bd: 30.17","ae: 35.74","ID: 31.15","ac: 31.83","ai: 31.89","cj: 12.61","fh: 28.48","fg: 0","bk: 15.02","l1 (hae): 121.07","l2 (fac): 69.69","l3 (dib): 72.73","l4 (fae): 43.59","l5 (aeb): 27.51","l6(dba): 102.33","l7(dbi): 29.35","l8 (ebd): 9.24","l9 (jcb): 48.87","l10 (afg): 0","l11(ebk): 28.48","f-d/cd: 3.857030636","f-d/bc: 2.453773113","l4+l7: 72.94","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003306-WG3318316-DNA-G11","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.37","31.83","35.74","31.89","20.01","30.17","15.02","Cavalier King Charles Spaniel","0","12.73","12.61","control","2.453773113","3.857030636","49.1","0","28.48","31.15","121.07","0","28.48","69.69","72.73","43.59","72.94","27.51","102.33","29.35","9.24","48.87","0","1"
"GSM2748102","CKCS_Saliva_Unaffected_84","GSM2748102","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 47.5","ab: 15.19","bc: 18.56","cd: 13.76","bd: 31.17","ae: 34.4","ID: 31.62","ac: 27.15","ai: 24.53","cj: 11.35","fh: 29.09","fg: 22.75","bk: 14.62","l1 (hae): 109.18","l2 (fac): 74.3","l3 (dib): 79.22","l4 (fae): 43.73","l5 (aeb): 25.99","l6(dba): 94.75","l7(dbi): 16.93","l8 (ebd): 12.21","l9 (jcb): 52.35","l10 (afg): 55.89","l11(ebk): 38.3","f-d/cd: 3.452034884","f-d/bc: 2.559267241","l4+l7: 60.66","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003318-WG3318316-DNA-G12","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","15.19","27.15","34.4","24.53","18.56","31.17","14.62","Cavalier King Charles Spaniel","0","13.76","11.35","control","2.559267241","3.452034884","47.5","22.75","29.09","31.62","109.18","55.89","38.3","74.3","79.22","43.73","60.66","25.99","94.75","16.93","12.21","52.35","0","0"
"GSM2748103","CKCS_Saliva_Unaffected_85","GSM2748103","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 2","vd: 0","f-diam: 48.62","ab: 14.57","bc: 20.18","cd: 13.29","bd: 32.11","ae: 36.72","ID: 31.02","ac: 31.33","ai: 28.55","cj: 12.83","fh: 27.83","fg: 24.21","bk: 13.54","l1 (hae): 122.05","l2 (fac): 65.1","l3 (dib): 82.24","l4 (fae): 41.3","l5 (aeb): 22.62","l6(dba): 107.11","l7(dbi): 25.56","l8 (ebd): 9.04","l9 (jcb): 40.85","l10 (afg): 54.59","l11(ebk): 45.45","f-d/cd: 3.658389767","f-d/bc: 2.409316155","l4+l7: 66.86","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003345-WG3318316-DNA-H01","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","14.57","31.33","36.72","28.55","20.18","32.11","13.54","Cavalier King Charles Spaniel","2","13.29","12.83","control","2.409316155","3.658389767","48.62","24.21","27.83","31.02","122.05","54.59","45.45","65.1","82.24","41.3","66.86","22.62","107.11","25.56","9.04","40.85","0","0"
"GSM2748104","CKCS_Saliva_Unaffected_86","GSM2748104","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 1","vd: 0","f-diam: 43.74","ab: 16.23","bc: 16.8","cd: 14.14","bd: 28.8","ae: 32.88","ID: 29.28","ac: 29.25","ai: 28.65","cj: 11.23","fh: 27.1","fg: 20.07","bk: 12.25","l1 (hae): 117.4","l2 (fac): 72.52","l3 (dib): 76.31","l4 (fae): 41.63","l5 (aeb): 29.49","l6(dba): 100.21","l7(dbi): 24.91","l8 (ebd): 10.97","l9 (jcb): 46.09","l10 (afg): 58.47","l11(ebk): 50.17","f-d/cd: 3.093352192","f-d/bc: 2.603571429","l4+l7: 66.54","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003381-WG3318316-DNA-H02","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","16.23","29.25","32.88","28.65","16.8","28.8","12.25","Cavalier King Charles Spaniel","1","14.14","11.23","control","2.603571429","3.093352192","43.74","20.07","27.1","29.28","117.4","58.47","50.17","72.52","76.31","41.63","66.54","29.49","100.21","24.91","10.97","46.09","0","0"
"GSM2748105","CKCS_Saliva_Unaffected_87","GSM2748105","Public on Mar 01 2018","Aug 22 2017","Mar 01 2018","genomic","1","Saliva","Canis lupus familiaris","breed: Cavalier King Charles Spaniel","disease state: control","sm: 0","ccd size: 0","vd: 0","f-diam: 43.76","ab: 13.11","bc: 17.7","cd: 14.95","bd: 28.73","ae: 31.23","ID: 30.7","ac: 27.59","ai: 29.15","cj: 10.96","fh: 27.39","fg: 21.01","bk: 13.12","l1 (hae): 115.02","l2 (fac): 76.65","l3 (dib): 68.46","l4 (fae): 44.54","l5 (aeb): 24.91","l6(dba): 99.7","l7(dbi): 30.22","l8 (ebd): 8.41","l9 (jcb): 45.31","l10 (afg): 58.1","l11(ebk): 57.16","f-d/cd: 2.927090301","f-d/bc: 2.472316384","l4+l7: 74.76","genomic DNA","DNA was extracted from blood or saliva using the ORAGENE Animal kit (DNAgenotek)","CY3 and CY5","200ng of genomic DNA was whole-genome amplified in an overnight reaction at 37¡C using amplification master mix (WG-MA1, WG-MA2) and primer/neutralization mix (WG-MSM). After incubation the amplified DNA was fragmented with fragmentation mix (WG-FMS), precipitated with isopropanol and precipitation mix (PA1) and resuspended in hybridization buffer (RA1).","9615","RA1 resuspended DNA was loaded onto BeadChips arrays. After overnight incubation at 48¡C, single-base extension and allele-specific staining was performed on a Teflow chamber rack system (Tecan, Maennedorf, Switzerland).","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a iScan Autoloader 2X (Illumina).","11404-D0003366-WG3318316-DNA-H03","Genomic DNA extracted from saliva was genotyped using Infinium CanineHD Genotyping BeadChips (Illumina).","GenomeStudio 2.0 was used to generate processed data using the final report function.","GPL17481","Philippe,,Lemay","lemayph@gmail.com","Université de Montréal","3175 Chemin de la Côte-Sainte-Catherine","Montreal","Quebec","H3T 1C5","Canada","NONE","173662","13.11","27.59","31.23","29.15","17.7","28.73","13.12","Cavalier King Charles Spaniel","0","14.95","10.96","control","2.472316384","2.927090301","43.76","21.01","27.39","30.7","115.02","58.1","57.16","76.65","68.46","44.54","74.76","24.91","99.7","30.22","8.41","45.31","0","0"
