"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1"
"GSM4987325","FlatCoatedRetriever171","GSM4987325","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987325/suppl/GSM4987325_9255905105_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987325/suppl/GSM4987325_9255905105_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987326","FlatCoatedRetriever172","GSM4987326","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987326/suppl/GSM4987326_9255905105_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987326/suppl/GSM4987326_9255905105_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987327","FlatCoatedRetriever173","GSM4987327","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987327/suppl/GSM4987327_8115953043_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987327/suppl/GSM4987327_8115953043_R02C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987328","FlatCoatedRetriever174","GSM4987328","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987328/suppl/GSM4987328_8115953043_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987328/suppl/GSM4987328_8115953043_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987329","FlatCoatedRetriever175","GSM4987329","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987329/suppl/GSM4987329_9255473017_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987329/suppl/GSM4987329_9255473017_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987330","FlatCoatedRetriever176","GSM4987330","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987330/suppl/GSM4987330_8115953043_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987330/suppl/GSM4987330_8115953043_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987331","FlatCoatedRetriever177","GSM4987331","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987331/suppl/GSM4987331_5666151015_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987331/suppl/GSM4987331_5666151015_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987332","FlatCoatedRetriever178","GSM4987332","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987332/suppl/GSM4987332_5666151015_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987332/suppl/GSM4987332_5666151015_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987333","FlatCoatedRetriever179","GSM4987333","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987333/suppl/GSM4987333_5666151015_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987333/suppl/GSM4987333_5666151015_R02C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987334","FlatCoatedRetriever180","GSM4987334","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987334/suppl/GSM4987334_8115953043_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987334/suppl/GSM4987334_8115953043_R04C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987335","FlatCoatedRetriever181","GSM4987335","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987335/suppl/GSM4987335_8115953043_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987335/suppl/GSM4987335_8115953043_R06C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987336","FlatCoatedRetriever182","GSM4987336","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987336/suppl/GSM4987336_8115953043_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987336/suppl/GSM4987336_8115953043_R05C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987337","FlatCoatedRetriever183","GSM4987337","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987337/suppl/GSM4987337_5666151015_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987337/suppl/GSM4987337_5666151015_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987338","FlatCoatedRetriever184","GSM4987338","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987338/suppl/GSM4987338_5666151015_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987338/suppl/GSM4987338_5666151015_R06C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987339","FlatCoatedRetriever185","GSM4987339","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987339/suppl/GSM4987339_8115953043_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987339/suppl/GSM4987339_8115953043_R06C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987340","FlatCoatedRetriever186","GSM4987340","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987340/suppl/GSM4987340_5648367024_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987340/suppl/GSM4987340_5648367024_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987341","FlatCoatedRetriever187","GSM4987341","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987341/suppl/GSM4987341_8115953043_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987341/suppl/GSM4987341_8115953043_R05C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987342","FlatCoatedRetriever188","GSM4987342","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987342/suppl/GSM4987342_5648367024_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987342/suppl/GSM4987342_5648367024_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987343","FlatCoatedRetriever189","GSM4987343","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987343/suppl/GSM4987343_9255473017_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987343/suppl/GSM4987343_9255473017_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987344","FlatCoatedRetriever190","GSM4987344","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987344/suppl/GSM4987344_9255473017_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987344/suppl/GSM4987344_9255473017_R02C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987345","FlatCoatedRetriever191","GSM4987345","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987345/suppl/GSM4987345_9255473017_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987345/suppl/GSM4987345_9255473017_R03C02_Red.idat.gz","0","Flatcoated Retriever"
